0,9.36E-08,9.62E-08,9.62E-08,9.36E-08,9.62E-08,1,1,9.62E-08,9.62E-08,1,1,9.62E-08,9.36E-08,9.62E-08,9.62E-08,9.36E-08
0,9.36E-08,9.62E-08,9.62E-08,9.36E-08,9.62E-08,1,1,9.62E-08,9.62E-08,1,1,9.62E-08,9.36E-08,9.62E-08,9.62E-08,9.36E-08
0,-3.03E-05,-1.68E-04,5.08E-05,-1.37E-04,6.26E-05,1.00E+00,1,1.48E-04,1.99E-04,1,1,6.53E-05,-2.86E-05,3.93E-06,5.93E-05,5.25E-05
0,-2.77E-05,-1.67E-04,5.20E-05,-1.37E-04,6.39E-05,1.00E+00,1,1.48E-04,2.00E-04,1,1,6.50E-05,-2.94E-05,3.84E-06,5.95E-05,5.28E-05
0,-2.04E-05,-1.62E-04,5.43E-05,-1.36E-04,6.71E-05,1.00E+00,1,1.47E-04,2.02E-04,1,1,6.25E-05,-3.10E-05,3.86E-06,5.96E-05,5.31E-05
0,-3.08E-06,-1.43E-04,5.83E-05,-1.31E-04,7.46E-05,1.00E+00,1,1.41E-04,2.02E-04,1,1,5.27E-05,-3.35E-05,4.45E-06,5.84E-05,5.37E-05
0,3.01E-06,-1.36E-04,5.95E-05,-1.29E-04,7.72E-05,1.00E+00,1,1.39E-04,2.01E-04,1,1,4.86E-05,-3.41E-05,4.84E-06,5.77E-05,5.39E-05
0,1.39E-05,-1.22E-04,6.15E-05,-1.25E-04,8.20E-05,1.00E+00,1,1.35E-04,2.01E-04,1,1,4.13E-05,-3.52E-05,5.32E-06,5.65E-05,5.43E-05
0,2.52E-05,-1.08E-04,6.36E-05,-1.22E-04,8.68E-05,1.00E+00,1,1.31E-04,2.01E-04,1,1,3.40E-05,-3.64E-05,5.78E-06,5.53E-05,5.48E-05
0,3.64E-05,-9.47E-05,6.58E-05,-1.19E-04,9.17E-05,1,1,1.27E-04,2.01E-04,1,1,2.67E-05,-3.76E-05,6.27E-06,5.41E-05,5.53E-05
0,4.55E-05,-8.38E-05,6.76E-05,-1.16E-04,9.56E-05,1,1,1.24E-04,2.00E-04,1,1,2.08E-05,-3.87E-05,6.64E-06,5.31E-05,5.57E-05
0,5.58E-05,-7.15E-05,6.96E-05,-1.13E-04,1.00E-04,1,1,1.21E-04,2.00E-04,1,1,1.42E-05,-3.98E-05,7.06E-06,5.20E-05,5.61E-05
0,6.40E-05,-6.15E-05,7.12E-05,-1.10E-04,1.04E-04,1,1,1.18E-04,2.00E-04,1,1,8.83E-06,-4.07E-05,7.43E-06,5.12E-05,5.64E-05
0,8.05E-05,-4.17E-05,7.43E-05,-1.05E-04,1.11E-04,1,1,1.12E-04,1.99E-04,1,1.00E+00,-1.82E-06,-4.25E-05,8.16E-06,4.94E-05,5.71E-05
0,1.14E-04,-2.07E-06,8.07E-05,-9.51E-05,1.25E-04,1,1,1.01E-04,1.99E-04,1,1.00E+00,-2.31E-05,-4.62E-05,9.51E-06,4.60E-05,5.84E-05
0,1.79E-04,7.71E-05,9.34E-05,-7.51E-05,1.53E-04,1,1.00E+00,7.80E-05,1.97E-04,1,1.00E+00,-6.57E-05,-5.34E-05,1.22E-05,3.91E-05,6.10E-05
0,2.48E-04,1.59E-04,1.07E-04,-5.42E-05,1.83E-04,1,1.00E+00,5.43E-05,1.95E-04,1,1.00E+00,-1.10E-04,-6.10E-05,1.51E-05,3.19E-05,6.37E-05
0,3.17E-04,2.42E-04,1.20E-04,-3.34E-05,2.12E-04,1,1.00E+00,3.07E-05,1.94E-04,1,1.00E+00,-1.54E-04,-6.86E-05,1.79E-05,2.47E-05,6.65E-05
0,1.69E-04,2.19E-04,1.29E-04,-1.48E-05,1.16E-04,1,1.00E+00,-3.86E-05,2.17E-04,1,1.00E+00,-6.66E-05,-1.18E-04,-3.75E-06,4.32E-05,7.90E-05
0,-8.89E-05,1.54E-04,1.41E-04,5.75E-06,-5.93E-05,1,1,-1.47E-04,2.56E-04,1,1,9.94E-05,-2.00E-04,-4.62E-05,7.28E-05,1.02E-04
0,-7.45E-05,1.33E-04,1.23E-04,-6.57E-06,-5.60E-05,1,1,-1.50E-04,2.52E-04,1,1,9.73E-05,-1.80E-04,-4.64E-05,7.12E-05,9.89E-05
0,-6.81E-05,1.23E-04,1.15E-04,-1.21E-05,-5.39E-05,1,1,-1.50E-04,2.50E-04,1,1,9.59E-05,-1.70E-04,-4.62E-05,7.05E-05,9.75E-05
0,-5.81E-05,1.06E-04,1.03E-04,-2.08E-05,-4.96E-05,1,1,-1.51E-04,2.48E-04,1,1,9.33E-05,-1.56E-04,-4.51E-05,6.94E-05,9.52E-05
0,-5.56E-05,1.01E-04,9.95E-05,-2.29E-05,-4.84E-05,1,1,-1.52E-04,2.47E-04,1,1,9.26E-05,-1.52E-04,-4.47E-05,6.91E-05,9.46E-05
0,-5.18E-05,9.43E-05,9.47E-05,-2.62E-05,-4.66E-05,1,1,-1.52E-04,2.46E-04,1,1,9.15E-05,-1.47E-04,-4.42E-05,6.86E-05,9.37E-05
0,-4.81E-05,8.77E-05,8.99E-05,-2.94E-05,-4.49E-05,1,1,-1.52E-04,2.45E-04,1,1,9.05E-05,-1.41E-04,-4.36E-05,6.82E-05,9.29E-05
0,-4.40E-05,8.05E-05,8.47E-05,-3.29E-05,-4.30E-05,1,1,-1.53E-04,2.44E-04,1,1,8.94E-05,-1.35E-04,-4.31E-05,6.77E-05,9.19E-05
0,-4.29E-05,7.85E-05,8.32E-05,-3.39E-05,-4.25E-05,1,1,-1.53E-04,2.44E-04,1,1,8.91E-05,-1.34E-04,-4.29E-05,6.75E-05,9.17E-05
0,-4.06E-05,7.45E-05,8.03E-05,-3.59E-05,-4.15E-05,1,1,-1.53E-04,2.43E-04,1,1,8.84E-05,-1.30E-04,-4.26E-05,6.73E-05,9.11E-05
0,-3.61E-05,6.66E-05,7.46E-05,-3.98E-05,-3.94E-05,1,1,-1.53E-04,2.42E-04,1,1,8.72E-05,-1.24E-04,-4.20E-05,6.67E-05,9.01E-05
0,-2.83E-05,5.29E-05,6.46E-05,-4.65E-05,-3.59E-05,1,1,-1.54E-04,2.40E-04,1,1,8.50E-05,-1.12E-04,-4.09E-05,6.58E-05,8.83E-05
0,-1.27E-05,2.56E-05,4.48E-05,-6.00E-05,-2.88E-05,1,1,-1.55E-04,2.37E-04,1,1,8.07E-05,-8.97E-05,-3.87E-05,6.39E-05,8.47E-05
